epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.0960557833313942,3.10479474067688,0.001,0.04856136813759804,4.918852806091309
1,0.1425226330757141,2.8436179161071777,0.001,0.046497512608766556,6.3341217041015625
2,0.17748984694480896,2.697899580001831,0.001,0.05293189361691475,4.871620178222656
3,0.21911749243736267,2.5226800441741943,0.001,0.09857957810163498,4.22886323928833
4,0.26553231477737427,2.3386130332946777,0.001,0.39917445182800293,1.7439337968826294
5,0.3119991719722748,2.166339159011841,0.001,0.47493019700050354,1.5159376859664917
6,0.3430117666721344,2.030456066131592,0.001,0.4312249720096588,1.7320115566253662
7,0.39275678992271423,1.8738802671432495,0.001,0.43207478523254395,1.752781867980957
8,0.42564263939857483,1.7359051704406738,0.0005,0.6501153111457825,1.1177560091018677
9,0.45374128222465515,1.643284559249878,0.0005,0.5786086916923523,1.2827889919281006
10,0.4742949306964874,1.6004669666290283,0.0005,0.6934563517570496,0.9598821997642517
11,0.48334893584251404,1.5573272705078125,0.0005,0.7201651334762573,0.8313531875610352
12,0.503694474697113,1.5047646760940552,0.0005,0.6996479034423828,0.8770424723625183
13,0.5193048119544983,1.4432015419006348,0.0005,0.7678766250610352,0.6878671646118164
14,0.525809109210968,1.4239729642868042,0.0005,0.7511230111122131,0.717524528503418
15,0.5345509648323059,1.3894106149673462,0.0005,0.706082284450531,0.8301185965538025
16,0.5570818781852722,1.3427016735076904,0.00025,0.7815952301025391,0.6077182292938232
17,0.5648871064186096,1.2982937097549438,0.00025,0.841689944267273,0.49355822801589966
18,0.5750338435173035,1.2741211652755737,0.00025,0.7233216166496277,0.8195850849151611
19,0.5789884328842163,1.2588685750961304,0.00025,0.8075755834579468,0.5360735058784485
