epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.17608492076396942,2.747062921524048,0.001,0.03836348280310631,6.033552646636963
1,0.35732126235961914,1.9939595460891724,0.001,0.04661891609430313,6.3457231521606445
2,0.498126745223999,1.513424277305603,0.001,0.1717858463525772,5.169870376586914
3,0.5850244760513306,1.223618745803833,0.001,0.6257132291793823,1.0824028253555298
4,0.6513164639472961,1.0209068059921265,0.001,0.7072963714599609,0.92742520570755
5,0.6972630023956299,0.8825744986534119,0.001,0.6791307330131531,0.9618485569953918
6,0.7335830926895142,0.7827367782592773,0.001,0.7590141892433167,0.6768010854721069
7,0.761369526386261,0.6898933053016663,0.001,0.8543158769607544,0.40754762291908264
8,0.780830442905426,0.6455965638160706,0.001,0.9100400805473328,0.28516414761543274
9,0.7989905476570129,0.5938344597816467,0.001,0.8809032440185547,0.3497762680053711
10,0.8129878044128418,0.5517265796661377,0.001,0.8660920262336731,0.38259682059288025
11,0.8386408686637878,0.4704163670539856,0.0005,0.9456112384796143,0.17693574726581573
12,0.851077139377594,0.44109007716178894,0.0005,0.9569017887115479,0.12256304919719696
13,0.8571651577949524,0.4091271162033081,0.0005,0.9328638911247253,0.20389777421951294
14,0.8595587611198425,0.4036898910999298,0.0005,0.9786329865455627,0.08467840403318405
15,0.8721511363983154,0.37557438015937805,0.0005,0.9741410613059998,0.08492087572813034
16,0.8730877041816711,0.3747973144054413,0.0005,0.879082202911377,0.34163323044776917
17,0.8826100826263428,0.34489545226097107,0.00025,0.949131965637207,0.15169796347618103
18,0.8877614736557007,0.325465589761734,0.00025,0.9308000206947327,0.18005357682704926
19,0.8959829211235046,0.3099466860294342,0.000125,0.9821537137031555,0.06946062296628952
20,0.90196692943573,0.3003489077091217,0.000125,0.9883452653884888,0.050560031086206436
21,0.8996773958206177,0.29851746559143066,0.000125,0.9811824560165405,0.06692710518836975
22,0.8972837924957275,0.3004031479358673,0.000125,0.9814252853393555,0.06908594816923141
23,0.9023311734199524,0.28635895252227783,6.25e-05,0.9877382516860962,0.04805789142847061
24,0.9049848914146423,0.27823567390441895,6.25e-05,0.9891951084136963,0.048967089504003525
25,0.9045165777206421,0.28163889050483704,6.25e-05,0.9883452653884888,0.045933857560157776
26,0.9031636714935303,0.280814528465271,6.25e-05,0.9862813949584961,0.05197782441973686
27,0.9026433825492859,0.2772168517112732,3.125e-05,0.9895592927932739,0.044034939259290695
28,0.904568612575531,0.2766764163970947,3.125e-05,0.9876168370246887,0.04714827239513397
29,0.9080549478530884,0.2706717848777771,3.125e-05,0.9879810810089111,0.04457509145140648
30,0.9118534922599792,0.2651602327823639,1.5625e-05,0.9882238507270813,0.046428583562374115
31,0.9068061113357544,0.27362626791000366,1.5625e-05,0.9881024360656738,0.04569542407989502
32,0.9055572748184204,0.2728407680988312,1e-05,0.9890736937522888,0.04472861438989639
33,0.9110729694366455,0.2632616460323334,1e-05,0.9904091358184814,0.04169289395213127
34,0.9141950011253357,0.2570588290691376,1e-05,0.9898021221160889,0.042711444199085236
35,0.9090956449508667,0.2637072801589966,1e-05,0.9896807074546814,0.04387834668159485
36,0.9098241329193115,0.26788145303726196,1e-05,0.9881024360656738,0.044887155294418335
37,0.9124258756637573,0.26285380125045776,1e-05,0.9899235367774963,0.04240483045578003
38,0.9137266874313354,0.2601432204246521,1e-05,0.9904091358184814,0.04142997786402702
39,0.9108648300170898,0.2652285695075989,1e-05,0.9893165230751038,0.04301271215081215
40,0.9089915752410889,0.266358882188797,1e-05,0.9899235367774963,0.042338866740465164
41,0.9127901196479797,0.260974645614624,1e-05,0.9906519651412964,0.04122111201286316
42,0.9090956449508667,0.26311492919921875,1e-05,0.9911375641822815,0.04016631096601486
43,0.9121657013893127,0.25879156589508057,1e-05,0.9907733201980591,0.03963816538453102
44,0.9091476798057556,0.2656681537628174,1e-05,0.9904091358184814,0.041370462626218796
45,0.9121136665344238,0.25729498267173767,1e-05,0.9901663064956665,0.040473438799381256
46,0.9131543636322021,0.2562050223350525,1e-05,0.9901663064956665,0.042309295386075974
47,0.9104485511779785,0.26069626212120056,1e-05,0.9890736937522888,0.04174148291349411
48,0.910760760307312,0.2580101490020752,1e-05,0.9893165230751038,0.041986893862485886
49,0.9131023287773132,0.25974932312965393,1e-05,0.9908947348594666,0.03876914083957672
