epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6694554686546326,5.03456449508667,0.001,0.3198910057544708,62.58226013183594
1,0.7918685078620911,0.6887874603271484,0.001,0.3198910057544708,96.99442291259766
2,0.8476442098617554,0.43158435821533203,0.001,0.3198910057544708,65.52008056640625
3,0.9070894122123718,0.247720405459404,0.0005,0.6261580586433411,17.46736717224121
4,0.9229414463043213,0.22720898687839508,0.0005,0.9596730470657349,0.14699095487594604
5,0.9311609864234924,0.19918210804462433,0.0005,0.9891008138656616,0.028638742864131927
6,0.9423161745071411,0.16083522140979767,0.0005,0.9901907444000244,0.032669130712747574
7,0.9412887096405029,0.16139349341392517,0.0005,0.979291558265686,0.0575721301138401
8,0.9509760737419128,0.14156509935855865,0.0005,0.979291558265686,0.05202892795205116
9,0.9606634378433228,0.12404350191354752,0.00025,0.9945504069328308,0.019976910203695297
10,0.9697636961936951,0.08738686144351959,0.00025,0.9929155111312866,0.021859383210539818
11,0.9734331369400024,0.08714774250984192,0.00025,0.9346048831939697,0.2154339849948883
12,0.9719653725624084,0.08167093247175217,0.000125,0.9907357096672058,0.02388596720993519
13,0.9772493839263916,0.06901330500841141,0.000125,0.9983651041984558,0.0077011906541883945
14,0.9782768487930298,0.0618116594851017,0.000125,0.9885558485984802,0.0347081795334816
15,0.9804785251617432,0.055041320621967316,0.000125,0.996185302734375,0.009704944677650928
16,0.9810656309127808,0.05592521280050278,6.25e-05,0.9978201389312744,0.007887774147093296
17,0.982386589050293,0.05491285026073456,6.25e-05,0.9972752332687378,0.009739027358591557
18,0.9817994832992554,0.05867020785808563,3.125e-05,0.9967302680015564,0.01077372208237648
19,0.9834140539169312,0.05190404877066612,3.125e-05,0.9978201389312744,0.007712501101195812
20,0.9859092831611633,0.045889753848314285,1.5625e-05,0.9978201389312744,0.00696179922670126
21,0.9850286245346069,0.04481465369462967,1.5625e-05,0.9989100694656372,0.006007252726703882
22,0.9835608601570129,0.04863386228680611,1.5625e-05,0.9989100694656372,0.0062601338140666485
23,0.9862028360366821,0.046376537531614304,1.5625e-05,0.9978201389312744,0.008406372740864754
24,0.9834140539169312,0.04801537096500397,1e-05,0.9983651041984558,0.006009188015013933
